,,,,,, ,,Language,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9,Q10,Q10_other,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q13_other,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q19,Q20,Q21,Q22,Q23,Q24,Q24_other,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q28,Q29,Q30_0,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q30_15,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37,Q38_1,Q38_2,Q38_3,Q39,Q40_0,Q40_1,Q40_2,Q40_3,Q40_4,Q41,Q43,Q44,Q45,Q46,Q47,Q48,Q48_other,Q49_0,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q50_0,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q52_9,Q52_10,Q52_11,Q52_12,Q52_13,Q52_14,Q52_15,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q54,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,02:14,118077094300,446360289,2022-07-13 07:45:15,2022-07-13 07:47:29,,0,en,,1,,,,,,1,2,2,4,2,2,4,3,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,05:33,118077091367,446360289,2022-07-13 07:39:20,2022-07-13 07:44:53,,0,en,,1,,,,,,6,1,1,4,4,1,1,1,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,5,10,,0,,,,,,,,,,4,,4,1,,,1,,,,2,,,,3,,,3,,,3,,5,6,,,,,11,,13,14,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,08:08,118077087912,446360289,2022-07-13 07:32:13,2022-07-13 07:40:21,,0,en,,1,2,3,,,,5,1,4,4,5,3,3,3,4,1,2,1,1,1,3,1,2,,,3,,,,7,,,,11,,,5,2,,4,1,6,6,6,2,,9,,1,2,,,,4,,6,,,9,10,,12,,,,,2,,,5,6,,,9,,,,13,,,,2,,,5,,7,,,,,1,1,Code Quality Secure Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,6,6,6,6,1,6,6,6,1,1,1,6,6,6,6,6,2,3,3,3,,0,,,,,1,2,4,5,2,5,10,,,1,2,,4,,,1,2,,,,0,,,,,,,,,,,,,,,,,,3,,5,6,7,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,03:51,118077088133,446360289,2022-07-13 07:32:49,2022-07-13 07:36:40,,0,en,,,,3,,,,7,7,2,2,2,2,3,4,5,1,1,2,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,08:39,118077082902,446360289,2022-07-13 07:22:28,2022-07-13 07:31:07,,0,en,,1,,,,,,3,1,2,4,4,2,4,2,3,1,2,1,1,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,1,2,3,,,,,8,,,,12,13,14,,,,,4,5,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,3,2,4,5,2,6,6,3,2,4,5,2,2,2,3,2,6,2,2,1,,,,2,,,2,2,1,4,3,4,4,,,1,,3,4,,,,,3,4,,3,,,,,,,,,,,,,,,,1,,,,5,,,,,,11,,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,15:19,118077077846,446360289,2022-07-13 07:12:01,2022-07-13 07:27:20,,0,en,,1,,,4,,,5,2,5,5,5,5,5,5,5,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,1,5,3,4,5,1,6,5,5,6,5,2,3,3,5,1,1,5,5,5,5,2,2,2,,0,,,,,2,2,6,5,5,5,3,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,3,4,5,6,,8,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,04:46,118077081663,446360289,2022-07-13 07:19:49,2022-07-13 07:24:35,,0,en,,1,,,,,,4,1,2,4,3,1,5,3,5,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,7,5,10,,,,,,4,,,,,,4,,0,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,02:13,118077070177,446360289,2022-07-13 06:58:34,2022-07-13 07:00:47,,0,en,,1,2,,,5,,5,2,3,4,4,4,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,02:19,118077062826,446360289,2022-07-13 06:44:32,2022-07-13 06:46:51,,0,en,,1,2,3,4,5,,7,1,4,4,4,3,3,3,3,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,04:07,118077053506,446360289,2022-07-13 06:26:57,2022-07-13 06:31:04,,0,en,,1,2,3,4,,,7,1,4,4,4,4,2,3,2,1,3,1,1,1,3,1,3,1,2,3,,5,,,,9,,,,,6,7,,4,6,6,6,6,6,,9,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,31:57,118077030887,446360289,2022-07-13 05:47:42,2022-07-13 06:19:39,,0,en,,1,,,,,,1,2,5,4,3,1,2,2,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,25:16,118077034009,446360289,2022-07-13 05:53:49,2022-07-13 06:19:05,,0,en,,1,2,,,5,,1,1,3,4,3,3,4,3,4,1,1,1,1,1,1,2,3,,2,3,,5,6,7,8,,,11,,,3,2,,1,3,2,1,5,2,,4,,1,4,1,2,,4,,,7,8,,,,12,,14,,,,,,5,,7,8,,,11,12,13,,,,,,4,,,,,9,,11,4,1,Collaboration improvements ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,3,3,3,3,1,2,1,1,2,4,4,3,3,2,2,1,2,1,,,,,3,,1,2,2,2,3,4,9,,,,2,,,,,,,3,,,4,,,,,,,,,,,,,,,,1,,3,,5,6,7,8,9,,11,,13,,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,03:12,118077043959,446360289,2022-07-13 06:11:00,2022-07-13 06:14:12,,0,en,,1,2,3,,5,,4,4,3,4,4,2,2,5,5,1,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,09:07,118077040256,446360289,2022-07-13 06:01:45,2022-07-13 06:10:52,,0,en,,1,,,,,,5,1,2,3,3,1,1,3,2,2,2,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,5,10,,,,,3,4,,,,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,23:17,118077026871,446360289,2022-07-13 05:39:32,2022-07-13 06:02:49,,0,en,,1,,,,,,3,1,3,4,4,1,2,3,3,1,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,Replace the entire management with a better vision.,,1,,,,5,,,,,,,,13,,,,,,,,,,,,,2,5,2,2,5,2,5,6,4,6,5,3,3,3,3,3,3,4,6,4,3,1,3,2,,,1,2,3,,2,4,1,1,5,4,7,,,,,,4,,,,,3,4,,1,,,,,,,,,,,,,,,,,,3,4,5,6,,8,9,10,11,12,13,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,03:28,118077033942,446360289,2022-07-13 05:53:36,2022-07-13 05:57:04,,0,en,,1,2,,,,,5,1,2,4,4,1,1,1,1,3,1,2,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,13:05,118077028890,446360289,2022-07-13 05:43:04,2022-07-13 05:56:09,,0,en,,,,,4,,,2,3,4,4,3,4,4,4,3,1,1,1,1,1,1,1,3,,,,,,,,,,,11,,,5,1,,2,2,4,3,5,4,,2,,1,4,,,,,,,,,,,,,,,updte no any fund from  open source,,,,,,6,,,,,,,,,,1,,3,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,04:43,118077030878,446360289,2022-07-13 05:47:47,2022-07-13 05:52:30,,0,en,,1,2,,,5,,5,1,2,3,3,1,2,1,2,1,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,09:45,118077028225,446360289,2022-07-13 05:42:33,2022-07-13 05:52:18,,0,en,,1,2,,4,5,,4,4,3,4,1,4,4,4,3,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,,1,2,,,,,,8,,10,,,13,14,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,,,,,3,4,2,4,4,3,5,1,0,EUPL,,,2,,4,,,,2,,4,,2,,,,,,,,,,,,,,,,,2,3,4,5,6,7,8,9,,11,,13,14,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,05:35,118077028758,446360289,2022-07-13 05:43:36,2022-07-13 05:49:11,,0,en,,1,2,3,4,5,,3,5,3,4,4,2,4,4,3,1,1,1,1,1,1,1,3,1,2,3,4,5,6,7,,9,,11,,,4,2,,1,6,6,6,6,6,,8,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,02:27,118077024821,446360289,2022-07-13 05:35:33,2022-07-13 05:38:00,,0,en,,1,2,3,4,5,,7,1,4,4,5,3,3,3,4,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,05:51,118077017773,446360289,2022-07-13 05:22:24,2022-07-13 05:28:15,,0,en,,,,,4,,,1,2,1,4,1,3,3,3,1,1,1,2,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,4,5,,7,,,,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,12:40,118077013578,446360289,2022-07-13 05:14:38,2022-07-13 05:27:18,,0,en,,,2,3,4,5,,1,3,3,4,1,4,4,4,4,1,1,1,2,2,2,1,,,,3,,5,,7,,,,,,,5,4,,1,5,6,2,6,6,,6,,1,1,,,,,,6,7,8,,,11,,,14,,,2,,,5,,,,9,,,,,,,,2,,,5,6,,,,,,1,1,"We are an open source based company with an enterprise-only pricing model, our whole business depends on open source practices. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,2,1,2,1,3,3,3,2,3,3,3,1,1,2,3,5,2,1,1,1,,,1,2,3,4,2,2,3,2,5,4,1,,,1,,,,,,1,,3,,,4,,,,,,,,,,,,,,,,1,,,,5,6,,,,,11,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,04:47,118077016463,446360289,2022-07-13 05:19:51,2022-07-13 05:24:38,,0,en,,1,,,,,,1,1,3,4,3,3,3,3,2,1,1,1,1,2,2,2,3,,,3,4,5,6,,8,9,,,12,,3,2,,2,2,2,1,1,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,07:37,118077008471,446321977,2022-07-13 05:04:51,2022-07-13 05:12:28,,0,en,,1,,3,,,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,14:16,118076998238,446360289,2022-07-13 04:44:24,2022-07-13 04:58:40,,0,en,,1,2,3,4,5,,5,1,4,4,4,4,3,4,4,1,1,1,1,3,3,1,3,1,2,,,,6,,8,9,10,11,,,5,2,,4,5,5,1,1,5,,7,,6,4,,2,3,,5,,,,,10,11,,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,4,5,1,5,5,5,5,5,2,2,2,5,4,5,5,5,4,6,3,3,3,,0,,,,,1,6,5,5,5,2,9,,,1,,3,,,,1,,3,,,4,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,9,10,,12,,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,01:57,118076995062,446360289,2022-07-13 04:38:10,2022-07-13 04:40:07,,0,en,,1,,,4,,,2,2,3,4,4,4,4,4,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,18:19,118076985176,446360289,2022-07-13 04:18:18,2022-07-13 04:36:37,,0,en,,,,,,5,,1,2,2,3,3,5,2,2,2,1,1,1,3,1,1,1,,,,,,,,,8,,,,,,3,3,,3,2,1,1,2,1,,5,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,02:00,118076990737,446360289,2022-07-13 04:29:14,2022-07-13 04:31:14,,0,en,,1,2,,4,,,5,4,2,4,5,2,1,2,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,08:45,118076986384,446360289,2022-07-13 04:20:46,2022-07-13 04:29:31,,0,en,,1,2,,4,,,1,1,3,4,4,2,2,3,1,2,1,1,1,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,5,5,4,5,2,5,4,5,4,5,2,2,2,5,2,2,3,3,2,1,2,1,1,,,1,,,,2,3,2,1,4,4,6,,,,,,4,,,,,,4,,1,,,,,,,,,,,,,,,,1,,3,4,5,6,,,9,,11,12,13,14,Almost everything,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
